id,city-address,type,passability,area,Average of money,Average of profit,Average of our_clients,Count of Index
671,"г. Хабаровск, ул. Морозова Павла Леонтьевича, д. 86",0,102373,5687.68,46581189,0.005,0.06,1
672,"г. Хабаровск, ул. Морозова, д. 128 Б",6,86087,7502.8,31002890,0.003,0.07,1
673,"г. Хабаровск, ул. Морозова, д. 58ж",0,78751,4301.9,16261388,0.003,0.07,1
674,"г. Хабаровск, ул. Морозова, д. 86",0,81872,7540.99,19756670,0.003,0.03,1
675,"г. Хабаровск, ул. Морозова, д. 91",0,123555,9585.4,66322149,0.003,0.02,1
676,"г. Хабаровск, ул. Московская, д. 7",0,117276,7539.5,49515335,0.003,0.02,1
677,"г. Хабаровск, ул. Муравьева Амурского, д. 28",0,111300,11942.9,31901874,0.003,0.08,1
678,"г. Хабаровск, ул. Муравьева Амурского, д. 32",0,63695,3572.2,12741752,0.003,0.02,1
679,"г. Хабаровск, ул. Муравьева-Амурского 7",0,101302,4881.5,39560457,0.005,0.06,1
680,"г. Хабаровск, ул. Муравьева-Амурского, 19",0,47194,5781,21826281,0.005,0.06,1
681,"г. Хабаровск, ул. Муравьева-Амурского, 23",3,87352,14619.8,102165502,0.005,0.06,1
682,"г. Хабаровск, ул. Муравьева-Амурского, 36",0,106785,7531.89,45040401,0.004,0.1,1
683,"г. Хабаровск, ул. Муравьева-Амурского, 44",0,106340,9998.6,85060090,0.005,0.06,1
684,"г. Хабаровск, ул. Муравьева-Амурского, д. 11",0,97162,5540.3,4306453,0.003,0.02,1
685,"г. Хабаровск, ул. Муравьева-Амурского, д. 23",0,96913,22181.2,68788692,0.003,0.03,1
686,"г. Хабаровск, ул. Муравьева-Амурского, д. 26",0,19269,1144.4,1058469,0.003,0.07,1
687,"г. Хабаровск, ул. Муравьева-Амурского, д. 34",0,50204,9644.1,23240275,0.003,0.07,1
688,"г. Хабаровск, ул. Муравьева-Амурского, д. 50",0,77283,4593.3,8519616,0.003,0.08,1
689,"г. Хабаровск, ул. Муравьева-Амурского, д. 7",0,124039,7480.4,22268672,0.003,0.02,1
690,"г. Хабаровск, ул. Муравьева-Амурского, д. 9",1,77913,3579.1,6692602,0.003,0.03,1
691,"г. Хабаровск, ул. Нововыборгская, 25",0,6382,101,51567,0.005,0.06,1
692,"г. Хабаровск, ул. Нововыборгская, д. 25",0,20522,437,430469,0.003,0.07,1
693,"г. Хабаровск, ул. Окружная, 15",0,9999,355.9,284692,0.005,0.06,1
694,"г. Хабаровск, ул. Павла Морозова, д. 62",0,69160,5364.7,8904544,0.003,0.02,1
695,"г. Хабаровск, ул. Павловича, д. 1 Б",0,135370,8408.6,18212355,0.003,0.07,1
696,"г. Хабаровск, ул. Павловича, д. 13",0,43798,6365.8,4460949,0.003,0.02,1
697,"г. Хабаровск, ул. Панфиловцев, 14, корп. Б",0,115070,8408,77400685,0.005,0.06,1
698,"г. Хабаровск, ул. Панфиловцев, д. 14 Б",0,77157,3855.6,23798922,0.005,0.06,1
699,"г. Хабаровск, ул. Панфиловцев, д. 34",0,87352,14619.8,20433100,0.003,0.07,1
700,"г. Хабаровск, ул. Панфиловцев, д. 37",0,68078,6089.2,23214271,0.003,0.02,1
701,"г. Хабаровск, ул. Портовая, д. 1",0,73481,5717.2,10082534,0.003,0.02,1
702,"г. Хабаровск, ул. Прогрессивная, 6",0,7682,132.6,81491,0.005,0.06,1
703,"г. Хабаровск, ул. Прогрессивная, д. 6",0,12256,100.4,19688,0.003,0.07,1
704,"г. Хабаровск, ул. Производственная, д. 2",0,10778,373,64323,0.003,0.07,1
705,"г. Хабаровск, ул. Профессора Даниловского, 16, корп. А",5,6016,100.1,48176,0.005,0.06,1
706,"г. Хабаровск, ул. профессора Даниловского, 6Б",0,15902,155.7,138653,0.004,0.1,1
707,"г. Хабаровск, ул. Профессора Даниловского, д. 16а",6,13493,124,133851,0.005,0.06,1
708,"г. Хабаровск, ул. Профессора Даниловского, д. 6 Б",0,14859,145,34473,0.003,0.07,1
709,"г. Хабаровск, ул. Пушкина 31",0,17122,384.5,526673,0.005,0.06,1
710,"г. Хабаровск, ул. Пушкина, 54",0,21123,439.5,742685,0.005,0.06,1
711,"г. Хабаровск, ул. Пушкина, д. 66",0,31425,444.3,670182,0.003,0.07,1
712,"г. Хабаровск, ул. Пушкина, д. 70",0,42451,4933.2,3350708,0.003,0.03,1
713,"г. Хабаровск, ул. Ремесленная, д. 9",0,56857,2524.1,4592408,0.003,0.03,1
714,"г. Хабаровск, ул. Руднева, 56",0,123110,6941.9,68369385,0.005,0.06,1
715,"г. Хабаровск, ул. Руднева, 79",0,117079,6663,62407790,0.005,0.06,1
716,"г. Хабаровск, ул. Руднева, д. 33",0,46609,2470.7,3685019,0.003,0.01,1
717,"г. Хабаровск, ул. Руднева, д. 81",0,41687,4304.9,4307001,0.003,0.08,1
718,"г. Хабаровск, ул. Сергеевская, 26",1,28519,1571.2,3584724,0.005,0.06,1
719,"г. Хабаровск, ул. Сергеевская, д. 26",0,29773,2932.3,2793708,0.003,0.03,1
720,"г. Хабаровск, ул. Серышева, 42",0,66930,2192.3,11738451,0.005,0.06,1
721,"г. Хабаровск, ул. Серышева, 88",0,29017,2921,6780693,0.005,0.06,1
722,"г. Хабаровск, ул. Серышева, д. 15",0,76557,2981,12780119,0.003,0.02,1
723,"г. Хабаровск, ул. Серышева, д. 21",0,29916,1740.7,1249795,0.003,0.03,1
724,"г. Хабаровск, ул. Серышева, д. 8",0,59303,3465.6,11509147,0.003,0.02,1
725,"г. Хабаровск, ул. Слободская, д. 12",0,43340,2618.6,3631684,0.003,0.03,1
726,"г. Хабаровск, ул. Советская, 10, корп. 1",0,52658,4330.1,18241152,0.005,0.06,1
727,"г. Хабаровск, ул. Стрельникова, д. 16а",0,38509,688.6,1484969,0.003,0.02,1
728,"г. Хабаровск, ул. Стрельникова, д. 8а",0,65349,3187.7,4999512,0.003,0.02,1
729,"г. Хабаровск, ул. Суворова, 51",0,135224,9278.3,100371907,0.005,0.06,1
730,"г. Хабаровск, ул. Суворова, 80",0,38933,4637.5,14444143,0.005,0.06,1
731,"г. Хабаровск, ул. Суворова, д. 1",0,124002,15744.4,15618697,0.003,0.02,1
732,"г. Хабаровск, ул. Суворова, д. 26",0,68142,3339.7,3641181,0.003,0.02,1
733,"г. Хабаровск, ул. Суворова, д. 28",0,144262,16307.62,188205590,0.005,0.06,1
734,"г. Хабаровск, ул. Суворова, д. 28 Б",0,122523,8785.3,51667263,0.003,0.07,1
735,"г. Хабаровск, ул. Суворова, д. 32",0,80727,7821.8,20205774,0.003,0.03,1
736,"г. Хабаровск, ул. Суворова, д. 42",0,68860,9527.9,36741107,0.003,0.02,1
737,"г. Хабаровск, ул. Суворова, д. 49",0,89913,10196.7,14669054,0.003,0.03,1
738,"г. Хабаровск, ул. Суворова, д. 51а",0,132122,9901.8,52329825,0.02,0.8,1
739,"г. Хабаровск, ул. Суворова, д. 84",0,31909,2887,1473941,0.003,0.02,1
740,"г. Хабаровск, ул. Тимирязева, д. 65",0,26288,2569.91,5404624,0.005,0.06,1
741,"г. Хабаровск, ул. Тихоокеанская 191 А",0,42302,2697.6,9129110,0.005,0.06,1
742,"г. Хабаровск, ул. Тихоокеанская 204",2,67993,4439.7,24149482,0.005,0.06,1
743,"г. Хабаровск, ул. Тихоокеанская, 136",0,32481,1660.9,4315815,0.005,0.06,1
744,"г. Хабаровск, ул. Тихоокеанская, 170а",0,38370,743.5,2282248,0.005,0.06,1
745,"г. Хабаровск, ул. Тихоокеанская, д. 130",0,34891,2897.77,1617697,0.003,0.07,1
746,"г. Хабаровск, ул. Тихоокеанская, д. 134",0,16670,395.1,210762,0.003,0.03,1
747,"г. Хабаровск, ул. Тихоокеанская, д. 140",0,16887,497.5,134421,0.003,0.07,1
748,"г. Хабаровск, ул. Тихоокеанская, д. 158а",0,67080,4627.49,4966592,0.003,0.07,1
749,"г. Хабаровск, ул. Тихоокеанская, д. 172",0,183630,21050.4,216467157,0.003,0.02,1
750,"г. Хабаровск, ул. Тихоокеанская, д. 191",0,73830,11562.5,47804925,0.003,0.02,1
751,"г. Хабаровск, ул. Тихоокеанская, д. 204",0,26909,487.5,104945,0.001,0.02,1
752,"г. Хабаровск, ул. Тихоокеанская, д. 218 в",0,143121,9415.3,107802172,0.005,0.06,1
753,"г. Хабаровск, ул. Тихоокенская, д. 191а",0,32283,573.7,888996,0.003,0.07,1
754,"г. Хабаровск, ул. Трехгорная, 98",0,40829,4054.44,13243098,0.005,0.06,1
755,"г. Хабаровск, ул. Тургенева, 46",0,245221,38515.1,755576907,0.005,0.06,1
756,"г. Хабаровск, ул. Тургенева, д. 49",3,87401,10569,22169788,0.003,0.02,1
757,"г. Хабаровск, ул. Узловая, 15, стр. 4",0,50800,4464.8,18144947,0.005,0.06,1
758,"г. Хабаровск, ул. Ульяновская, 160",0,50409,2557,10311665,0.005,0.06,1
759,"г. Хабаровск, ул. Ульяновская, 197, корп. 6",0,57492,2236.8,10287848,0.005,0.06,1
760,"г. Хабаровск, ул. Фрунзе, д. 22",0,78595,6396,12064647,0.003,0.03,1
761,"г. Хабаровск, ул. Фрунзе, д. 47а",0,69175,5079.8,28111613,0.005,0.06,1
762,"г. Хабаровск, ул. Фрунзе, д. 69",4,101555,5087,16531529,0.003,0.03,1
763,"г. Хабаровск, ул. Шевченко, д. 18",0,44819,7387.1,5297319,0.003,0.07,1
764,"г. Хабаровск, ул. Шевчука, 29",0,39163,2538.3,7952595,0.005,0.06,1
765,"г. Хабаровск, ул. Шевчука, д. 23",0,23209,1974,1099550,0.003,0.03,1
766,"г. Хабаровск, ул. Шелеста, 114",0,72474,2555.8,14818324,0.005,0.06,1
767,"г. Хабаровск, ул. Шелеста, д. 2а",0,30301,562,1362333,0.005,0.06,1
768,"г. Хабаровск, ул. Шеронова, 22",0,61620,1887.4,9304127,0.005,0.06,1
769,"г. Хабаровск, ул. Шеронова, 92",5,11665,421.8,393624,0.005,0.06,1
770,"г. Хабаровск, ул. Шеронова, д. 115",0,62708,1962.88,5908237,0.003,0.07,1
771,"г. Хабаровск, ул. Шеронова, д. 3",0,151862,17214.7,146398491,0.003,0.02,1
772,"г. Хабаровск, ул. Шеронова, д. 56а",0,28470,2577.1,4108722,0.003,0.02,1
773,"г. Хабаровск, ул. Шеронова, д. 65",0,42642,934.4,2231302,0.003,0.02,1
774,"г. Хабаровск, ул. Шеронова, д. 7",0,87084,17116.9,35774595,0.003,0.08,1
775,"г. Хабаровск, ул. Школьная, д. 32",2,23735,334,443939,0.003,0.02,1
776,"г. Хабаровск, ул. Школьная, д. 32а",0,8202,174.7,114631,0.005,0.06,1
777,"г. Хабаровск, ул. Шкотова, д. 15, корп. а",0,56648,3593.4,16284714,0.005,0.06,1
778,"г. Хабаровск, ул. Шкотова, д. 4",2,44951,1100,1186706,0.003,0.08,1
779,"г. Хабаровск, ул. Ясная, д. 4",0,39289,5839.5,3670850,0.003,0.07,1
780,"г. Хабаровск, Хабаровский мост",0,74847,3884.3,4651651,0.003,0.07,1
781,"г. Хабаровск, ш. Владивостокское, 14-й км",0,35734,2381.8,1361780,0.003,0.07,1
782,"г. Хабаровск, ш. Воронежское, д. 164",0,79716,3901.2,17415331,0.003,0.02,1
783,"г. Хабаровск, ш. Восточное, 41",0,98460,10749.6,84672449,0.005,0.06,1
784,"г. Хабаровск, ш. Восточное, 50",0,39795,1617.6,5149791,0.005,0.06,1
785,"г. Хабаровск, ш. Восточное, д. 50а",0,19037,401.9,367247,0.003,0.07,1
786,"г. Хабаровск, ш. Матвеевское 6",0,14267,100,114136,0.005,0.06,1
787,"г. Хабаровск, ш. Матвеевское, 13",1,11186,111,99332,0.005,0.06,1
788,"г. Хабаровск, ш. Матвеевское, 26",0,13289,110,116943,0.005,0.06,1
789,"г. Хабаровск, ш. Матвеевское, 28",0,15079,151,182154,0.005,0.06,1
790,"г. Хабаровск, ш. Матвеевское, д. 22",0,40017,2274.1,5096149,0.003,0.02,1
791,"г. Хабаровск, ш. Матвеевское, д. 28",0,101421,5810.8,33002880,0.003,0.02,1
792,"г. Хабаровск, ш. Матвеевское, д. 28 А-Б",0,28833,994.8,688394,0.003,0.08,1
793,"г. Хабаровск, ш. Матвеевское, д. 28 Б",0,41774,4350,2907470,0.003,0.03,1
794,"г. Хабаровск, ш. Матвеевское, д. 32",0,41701,2596.3,6063025,0.003,0.02,1
795,"г. Хабаровск, ш. Матвеевское, д. 47",0,52899,2242.4,1897931,0.003,0.07,1
796,"г. Хабаровск, ш. Федоровское, д. 10",2,55209,2153.2,3804033,0.003,0.03,1
797,"г. Владивосток, нп. Русский Остров, д. 30",0,34794,1440,,,,
798,"г. Владивосток, нп. Русский Остров, п. КЭТ, д. 1",0,37678,1162.7,,,,
799,"г. Владивосток, нп. Русский Остров, п. КЭТ, д. 2",0,49650,1429,,,,
800,"г. Владивосток, нп. Русский Остров, п. КЭТ, д. 33",0,35815,571.2,,,,
801,"г. Владивосток, нп. Русский Остров, п. КЭТ, д. 4",0,20942,357,,,,
802,"г. Владивосток, нп. Русский Остров, п. Мелководный, д. 28",0,14799,100,,,,
803,"г. Владивосток, нп. Русский Остров, п. Мелководный, д. 29",3,12545,279.5,,,,
804,"г. Владивосток, нп. Русский Остров, п. Мелководный, д. 30",0,7460,216.1,,,,
805,"г. Владивосток, нп. Русский Остров, п. Мелководный, д. 31",0,56150,2027.9,,,,
806,"г. Владивосток, нп. Русский Остров, п. Минка, д. 13",0,12202,245.8,,,,
807,"г. Владивосток, нп. Русский Остров, п. Минка, д. 14",0,13346,100,,,,
808,"г. Владивосток, нп. Русский Остров, п. Минка, д. 20",0,9606,115.5,,,,
809,"г. Владивосток, нп. Русский Остров, п. Подножье, д. 15",0,6676,100,,,,
810,"г. Владивосток, нп. Русский Остров, п. Подножье, д. 15а",0,24191,469.2,,,,
811,"г. Владивосток, нп. Русский Остров, п. Подножье, д. 36",0,112876,10435,,,,
812,"г. Владивосток, нп. Русский Остров, п. Рында, д. 1",0,13848,104.3,,,,
813,"г. Владивосток, нп. Русский Остров, п. Рында, д. 71",0,8554,104.3,,,,
814,"г. Владивосток, нп. Русский Остров, п. Рында, д. 73а",0,28035,413.6,,,,
815,"г. Владивосток, нп. Русский Остров, п. Церковная падь, д. 25а",4,14742,100,,,,
816,"г. Владивосток, нп. Русский Остров, п. Шигино, д. 15а",0,13785,100,,,,
817,"г. Владивосток, нп. Русский Остров, тер. Поселок Воевода, д. 15",0,31373,579.8,,,,
818,"г. Владивосток, нп. Русский Остров, тер. Поселок Воевода, д. 2",0,10062,106.5,,,,
819,"г. Владивосток, нп. Русский Остров, тер. Поселок Воевода, д. 34",5,33289,1258.4,,,,
820,"г. Владивосток, нп. Русский Остров, тер. Поселок Воевода, д. 35",0,23368,1266.4,,,,
821,"г. Владивосток, нп. Русский Остров, тер. Поселок Парис, д. 24",0,85617,4825.2,,,,
822,"г. Владивосток, нп. Русский Остров, тер. Поселок Парис, д. 28",0,67746,4825.2,,,,
823,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 14",5,13530,310,,,,
824,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 15",0,14820,100,,,,
825,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 21",0,32114,601.4,,,,
826,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 26",0,10678,312.4,,,,
827,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 27",7,14167,549.9,,,,
828,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 28",0,49256,1968.1,,,,
829,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 30",0,96089,4148.2,,,,
830,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 32",0,78550,4148.2,,,,
831,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 34",0,87730,3994,,,,
832,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 36",0,126725,10435,,,,
833,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье, д. 38",0,44275,4148.2,,,,
834,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье-1, д. 26",3,25897,331.3,,,,
835,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье-1, д. 29",0,15881,114.7,,,,
836,"г. Владивосток, нп. Русский Остров, тер. Поселок Подножье-1, д. 30",0,15735,112.6,,,,
837,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 10",0,35074,1002,,,,
838,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 29",0,14992,236.3,,,,
839,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 31",0,15607,564.9,,,,
840,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 41",2,12361,112.8,,,,
841,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 42",1,15526,113.7,,,,
842,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 6",1,6225,133.9,,,,
843,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 66",0,44511,3321.7,,,,
844,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 8",2,8349,104.6,,,,
845,"г. Владивосток, нп. Русский Остров, тер. Поселок Поспелово, д. 9",0,11912,362.7,,,,
846,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 10",0,14856,100,,,,
847,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 14",0,12323,396.8,,,,
848,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 15а",0,7863,119.3,,,,
849,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 16",0,14345,469.2,,,,
850,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 2",0,11565,159.1,,,,
851,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 31",0,13733,100,,,,
852,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 4",0,14460,277.3,,,,
853,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 5а",0,10525,100,,,,
854,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 77",0,22844,261.6,,,,
855,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 79",0,21634,1009.3,,,,
856,"г. Владивосток, нп. Русский Остров, тер. Поселок Шигино, д. 8",2,31713,1333.7,,,,
857,"г. Владивосток, нп. Русский Остров, ул. Верхненабережная, д. 14",0,14098,268.4,,,,
858,"г. Владивосток, нп. Русский Остров, ул. Зеленая, д. 1",0,102062,5211,,,,
859,"г. Владивосток, нп. Русский Остров, ул. Зеленая, д. 2",0,84445,4973,,,,
860,"г. Владивосток, нп. Русский Остров, ул. Зеленая, д. 3",0,40399,3996.4,,,,
861,"г. Владивосток, нп. Русский Остров, ул. Зеленая, д. 4",0,78623,5211,,,,
862,"г. Владивосток, нп. Русский Остров, ул. Школьная, д. 30",0,59131,2578.5,,,,
863,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 1",0,20633,271.9,,,,
864,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 11",0,11155,110.6,,,,
865,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 13",0,10070,109.7,,,,
866,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 15",0,10961,105.6,,,,
867,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 17",0,6459,108.1,,,,
868,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 19",0,11665,106.9,,,,
869,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 22",2,12752,109.8,,,,
870,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 23",0,5794,98.1,,,,
871,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 34",0,23890,308.3,,,,
872,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 36",0,12329,297.1,,,,
873,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 38",2,8278,245.1,,,,
874,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 41",0,50103,3511.4,,,,
875,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 43",0,51325,3511.4,,,,
876,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 48",0,20786,278.7,,,,
877,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 52",0,52789,1801.3,,,,
878,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 54",1,29195,410.3,,,,
879,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 56",0,10135,407.3,,,,
880,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 57",0,14625,407.3,,,,
881,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 58",2,17029,415.5,,,,
882,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 6",0,17302,446.6,,,,
883,"г. Владивосток, нп. Русский Остров, ул. Экипажная, д. 9",0,7430,155.8,,,,
884,"г. Владивосток, остров. Попова, ул. Бассейная, д. 11",0,10778,100,,,,
885,"г. Владивосток, остров. Попова, ул. Калининская, д. 26",0,6771,100,,,,
886,"г. Владивосток, остров. Попова, ул. Ленинская, д. 3",0,22098,250,,,,
887,"г. Владивосток, остров. Попова, ул. Советская, д. 16",0,22655,837.8,,,,
888,"г. Владивосток, остров. Попова, ул. Советская, д. 4",0,6914,100,,,,
889,"г. Владивосток, остров. Попова, ул. Советская, д. 46",0,8786,100,,,,
890,"г. Владивосток, п. Трудовое, ул. 50 лет Октября, д. 7",3,13990,167.4,,,,
891,"г. Владивосток, п. Трудовое, ул. Дружбы, д. 8",0,17850,194,,,,
892,"г. Владивосток, п. Трудовое, ул. Карла Маркса, д. 77",0,7359,84.9,,,,
893,"г. Владивосток, п. Трудовое, ул. Клубная, д. 23",0,6620,52.8,,,,
894,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 64",3,79701,13863.8,,,,
895,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 64.",0,62329,14448.4,,,,
896,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 64а",0,101564,4819.9,,,,
897,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 64а.",0,55278,4659.2,,,,
898,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 77",2,76412,4725.6,,,,
899,"г. Владивосток, п. Трудовое, ул. Лермонтова, д. 77.",0,44296,5676,,,,
900,"г. Владивосток, п. Трудовое, ул. Лиманная, д. 2",0,15452,161.2,,,,
901,"г. Владивосток, п. Трудовое, ул. Порт-Артурская, д. 31",0,12995,202.6,,,,
902,"г. Владивосток, п. Трудовое, ул. Порт-Артурская, д. 31.",0,16535,244.7,,,,
903,"г. Владивосток, пер. Академический, д. 2",0,14372,570.8,,,,
904,"г. Владивосток, пер. Днепровский, д. 1",0,78173,3816.4,,,,
905,"г. Владивосток, пер. Днепровский, д. 2",0,167377,13209.5,,,,
906,"г. Владивосток, пер. Днепровский, д. 3а",1,56853,4156.6,,,,
907,"г. Владивосток, пер. Днепровский, д. 4",0,133562,10926.9,,,,
908,"г. Владивосток, пер. Днепровский, д. 5",2,20748,842.33,,,,
909,"г. Владивосток, пер. Днепровский, д. 5/1",0,115005,10725.8,,,,
910,"г. Владивосток, пер. Днепровский, д. 7",0,123612,6911.1,,,,
911,"г. Владивосток, пер. Инженерный, д. 14а",0,9763,100,,,,
912,"г. Владивосток, пер. Камский, д. 12",0,70257,2825,,,,
913,"г. Владивосток, пер. Камский, д. 14",0,29021,2921.8,,,,
914,"г. Владивосток, пер. Камский, д. 16",0,60474,2742.9,,,,
915,"г. Владивосток, пер. Камский, д. 18",0,35914,2796.8,,,,
916,"г. Владивосток, пер. Камский, д. 2",0,35293,1963.29,,,,
917,"г. Владивосток, пер. Камский, д. 20",3,77359,2823.2,,,,
918,"г. Владивосток, пер. Камский, д. 22",0,64410,2845,,,,
919,"г. Владивосток, пер. Камский, д. 4",0,36447,768.2,,,,
920,"г. Владивосток, пер. Камский, д. 5",0,40054,1592.4,,,,
921,"г. Владивосток, пер. Камский, д. 8",0,48506,6348.4,,,,
922,"г. Владивосток, пер. Краснознаменный, д. 12",2,21327,393.2,,,,
923,"г. Владивосток, пер. Краснознаменный, д. 5",0,16887,913.1,,,,
924,"г. Владивосток, пер. Краснознаменный, д. 9, стр. 11",4,32775,1543.6,,,,
925,"г. Владивосток, пер. Некрасовский, д. 24",0,85181,13232.1,,,,
926,"г. Владивосток, пер. Некрасовский, д. 28",0,110577,12297.76,,,,
927,"г. Владивосток, пер. Некрасовский, д. 3",0,47358,2464.46,,,,
928,"г. Владивосток, пер. Некрасовский, д. 5",1,53527,3016.5,,,,
929,"г. Владивосток, пер. Некрасовский, д. 5.",0,7572,100,,,,
930,"г. Владивосток, пер. Перекопский, д. 3",0,50188,3039,,,,
931,"г. Владивосток, пер. Перекопский, д. 5",0,68037,2895.7,,,,
932,"г. Владивосток, пер. Перекопский, д. 7",0,27858,2844.1,,,,
933,"г. Владивосток, пер. Поселковый, д. 9",0,10074,71,,,,
934,"г. Владивосток, пер. Почтовый, д. 5",0,6254,131.5,,,,
935,"г. Владивосток, пер. Почтовый, д. 5А",0,8298,199,,,,
936,"г. Владивосток, пер. Почтовый, д. 5Б",0,6181,103.9,,,,
937,"г. Владивосток, пер. Почтовый, д. 5В",0,11035,124.3,,,,
938,"г. Владивосток, пер. Почтовый, д. 7",0,26820,658.5,,,,
939,"г. Владивосток, пер. Почтовый, д. 7А",0,12176,100,,,,
940,"г. Владивосток, пер. Почтовый, д. 7Б",0,8365,100,,,,
941,"г. Владивосток, пер. Стрелковый, д. 13/15",2,6017,53,,,,
942,"г. Владивосток, пер. Трудовой, д. 13",0,45030,2391.7,,,,
943,"г. Владивосток, пер. Шевченко, д. .5",0,13862,100,,,,
944,"г. Владивосток, пер. Шевченко, д. 11",0,14226,100,,,,
945,"г. Владивосток, пер. Шевченко, д. 3",0,28920,2323.4,,,,
946,"г. Владивосток, пер. Шевченко, д. 5",0,41109,919,,,,
947,"г. Владивосток, пер. Шевченко, д. 7",0,23856,1796.3,,,,
948,"г. Владивосток, пер. Шевченко, д. 9",0,49432,3382,,,,
949,"г. Владивосток, пр-кт. 100-летия Владивостока д. 125",0,40883,3151.6,,,,
950,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 100",0,58471,2322.3,,,,
951,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 100а",0,53053,3852.2,,,,
952,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 100А",0,95923,4297.5,,,,
953,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 100В",3,103679,10282.8,,,,
954,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 102",0,46045,4323.5,,,,
955,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 104",0,79358,4574.94,,,,
956,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 106",0,52139,2195.2,,,,
957,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 106А",0,78737,2937.5,,,,
958,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 107",0,98250,6253.6,,,,
959,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 108",0,44901,3150.5,,,,
960,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 109",0,84156,3561.3,,,,
961,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 110",0,27696,2741.3,,,,
962,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 111",0,87936,6223.6,,,,
963,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 112",5,26860,2784.4,,,,
964,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 113",0,89965,3873.9,,,,
