id,city-address,type,passability,area,Average of money,Average of profit,Average of our_clients,Count of Index
965,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 115",0,105887,6196.3,,,,
966,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 116",0,98382,4408.6,,,,
967,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 117",2,27635,3017.9,,,,
968,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 118",0,94281,4259.7,,,,
969,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 120",0,37586,3053.3,,,,
970,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 120 ""А""",0,66117,9829.5,,,,
971,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 121",0,38995,4131.6,,,,
972,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 123",0,49504,3863.3,,,,
973,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 124",0,31997,3195.5,,,,
974,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 126",0,44733,2447.6,,,,
975,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 128",0,42779,2507.4,,,,
976,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 128А",0,104769,5336.4,,,,
977,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 128а",2,98942,4864,,,,
978,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 129",0,46561,3012.3,,,,
979,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 130",0,27120,2609.6,,,,
980,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 131",1,60746,2960.5,,,,
981,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 133",0,81849,4873.1,,,,
982,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 133А",0,67855,5263.5,,,,
983,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 134",0,30478,2980.2,,,,
984,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 134А",0,45743,1182.1,,,,
985,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 135",0,50047,4077.3,,,,
986,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 136",0,31811,2663.7,,,,
987,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 137",2,45145,3912.9,,,,
988,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 137-2",0,79975,4062.5,,,,
989,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 137а",0,84272,4665,,,,
990,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 139",0,47244,3007.2,,,,
991,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 14",0,48377,3625,,,,
992,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 143",3,23175,1186.3,,,,
993,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 143/1",0,47374,2916.3,,,,
994,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 145",0,108528,9632.3,,,,
995,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 145а",0,88441,8339.4,,,,
996,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 147",0,66924,2574.3,,,,
997,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 149",0,25870,2595.3,,,,
998,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 151",4,66872,2795.8,,,,
999,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 153",0,178644,16338.4,,,,
1000,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159а",0,57514,1726.2,,,,
1001,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159А",0,44269,2097.2,,,,
1002,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159б",0,34454,1708.2,,,,
1003,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159Б",0,67993,2134.3,,,,
1004,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159В",0,27992,2058.9,,,,
1005,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159в",0,39005,1742.4,,,,
1006,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159Г",0,29560,1964.3,,,,
1007,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 159г",4,47489,1839.4,,,,
1008,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 20",0,6355,100,,,,
1009,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 22",0,75993,2717.75,,,,
1010,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 24",0,43134,2699,,,,
1011,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 26",0,90113,3774.7,,,,
1012,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 28",0,27564,1686.9,,,,
1013,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 28а",2,33425,2204,,,,
1014,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 28б",0,39506,2271.7,,,,
1015,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 28в",0,62135,2210.6,,,,
1016,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 28г",1,51532,2223.8,,,,
1017,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 30",0,51007,2353.17,,,,
1018,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 30а",0,59165,4465.4,,,,
1019,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 30б",0,70456,4486.2,,,,
1020,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 30в",0,41395,2097.5,,,,
1021,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 31",0,31684,2581.2,,,,
1022,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 32",0,73313,2508.1,,,,
1023,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 32а",0,30920,2458.3,,,,
1024,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 32б",2,98786,4756.9,,,,
1025,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 33",0,46710,2642.7,,,,
1026,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 34",0,29635,2620.5,,,,
1027,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 34а",0,58077,2087.1,,,,
1028,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 35",0,59154,2381,,,,
1029,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 36б",0,51946,3274.2,,,,
1030,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 37",0,39175,2758,,,,
1031,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 39а",2,55414,5011,,,,
1032,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 41",0,31119,2414.4,,,,
1033,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 42",0,36058,3572,,,,
1034,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 43",0,84151,5246,,,,
1035,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 43а",0,68194,2546.1,,,,
1036,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 44",0,73220,3799.41,,,,
1037,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 44а",0,64470,3036.5,,,,
1038,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 46а",0,10559,100,,,,
1039,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 48",0,58774,4617.94,,,,
1040,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 49",0,22949,2023.5,,,,
1041,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 50",0,46000,2689.7,,,,
1042,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 51",0,91148,5056.3,,,,
1043,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 53",4,74115,5406.39,,,,
1044,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 55",0,77462,3795.7,,,,
1045,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 56",0,6994,25,,,,
1046,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 58",0,48727,3312.8,,,,
1047,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 60",0,52715,6101.2,,,,
1048,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 60а",0,68052,4400,,,,
1049,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 62",0,56960,3277.4,,,,
1050,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 64",0,66455,5717.9,,,,
1051,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 64а",0,67295,3267.9,,,,
1052,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 66",0,70234,3201.4,,,,
1053,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 70",0,80007,3886,,,,
1054,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 72",0,79205,3434,,,,
1055,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 74",0,124396,7908.4,,,,
1056,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 76",0,41256,3070.3,,,,
1057,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 78",0,71008,3081.7,,,,
1058,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 80",5,41536,3051.1,,,,
1059,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 82",0,66601,2919,,,,
1060,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 84",0,69053,2363.1,,,,
1061,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 84А",0,127378,12935,,,,
1062,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 90",0,60807,2972.46,,,,
1063,"г. Владивосток, пр-кт. 100-летия Владивостока, д. 92",0,47006,3382.2,,,,
1064,"г. Владивосток, пр-кт. Восточный, д. 30",0,16999,277.1,,,,
1065,"г. Владивосток, пр-кт. Восточный, д. 5а",0,16136,611.6,,,,
1066,"г. Владивосток, пр-кт. Красного Знамени, д. 100",0,118596,8362,,,,
1067,"г. Владивосток, пр-кт. Красного Знамени, д. 101",0,93680,13949.9,,,,
1068,"г. Владивосток, пр-кт. Красного Знамени, д. 102",6,75517,5720.7,,,,
1069,"г. Владивосток, пр-кт. Красного Знамени, д. 104",0,96530,9109.1,,,,
1070,"г. Владивосток, пр-кт. Красного Знамени, д. 107",0,41067,4524.75,,,,
1071,"г. Владивосток, пр-кт. Красного Знамени, д. 109",0,143831,9203.2,,,,
1072,"г. Владивосток, пр-кт. Красного Знамени, д. 111",0,98947,9570.6,,,,
1073,"г. Владивосток, пр-кт. Красного Знамени, д. 113",0,45883,3615.4,,,,
1074,"г. Владивосток, пр-кт. Красного Знамени, д. 114",0,193690,23710.1,,,,
1075,"г. Владивосток, пр-кт. Красного Знамени, д. 115",0,76832,3712,,,,
1076,"г. Владивосток, пр-кт. Красного Знамени, д. 117Д",7,192872,17012.7,,,,
1077,"г. Владивосток, пр-кт. Красного Знамени, д. 118",0,12315,100,,,,
1078,"г. Владивосток, пр-кт. Красного Знамени, д. 118в",0,80548,6782.4,,,,
1079,"г. Владивосток, пр-кт. Красного Знамени, д. 119",0,104316,15380.2,,,,
1080,"г. Владивосток, пр-кт. Красного Знамени, д. 120",0,98990,19249.7,,,,
1081,"г. Владивосток, пр-кт. Красного Знамени, д. 120 а",0,69153,7180.5,,,,
1082,"г. Владивосток, пр-кт. Красного Знамени, д. 125",0,81243,8296,,,,
1083,"г. Владивосток, пр-кт. Красного Знамени, д. 127",0,79769,8296,,,,
